critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
37.58,Mg0.97Cu0.03B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
12.0,N0.72H2.16Na1K3C60,K,nan,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
0.75,La1Os4Sb12,nan,nan,Os,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
28.0,K3N1H3C60,K,nan,nan,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
7.63,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
14.0,Li1,Li,nan,nan,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
7.0,Ge5La1,nan,nan,nan,nan,La,Ge,nan,nan,low critical temp(< 12 K)
1.82,Pr1Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
5.5,H0.3Li1Nb1O2,Li,nan,Nb,nan,nan,nan,O,nan,low critical temp(< 12 K)
5.5,H0.5Li1Nb1O2,Li,nan,Nb,nan,nan,nan,O,nan,low critical temp(< 12 K)
38.9,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
37.0,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
34.0,Mg1B1.6C0.4,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
0.02,Pt1,nan,nan,Pt,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
37.6,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
36.1,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
29.6,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
22.1,Mg0.7Al0.3B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
5.85,Mg0.4Al0.6B2,nan,Mg,nan,Al,nan,B,nan,nan,low critical temp(< 12 K)
10.4,Y1Ni1.24Pd0.76B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
10.4,Y1Ni1.34Pd0.66B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
9.92,Y1Ni1.4Pd0.6B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
10.1,Y1Ni1.46Pd0.54B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
10.3,Y1Ni1.54Pd0.46B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
10.7,Y1Ni1.7Pd0.3B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
11.8,Y1Ni1.82Pd0.18B2C1,nan,nan,Ni,nan,nan,B,C,nan,low critical temp(< 12 K)
1.3,Pr1Ru4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
3.5,La1Ru4Sb12,nan,nan,Ru,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
6.1,B0.67Mg0.33,nan,Mg,nan,nan,nan,B,nan,nan,low critical temp(< 12 K)
2.7,Ce1Te1.82,nan,nan,nan,nan,Ce,Te,nan,nan,very low critical temp(< 4 K)
38.2,B2Mg0.9,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
38.0,B2Mg0.8,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
37.2,B2Mg0.7,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
36.9,B2Mg0.6,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
36.0,B2Mg0.5,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
38.3,Mg0.95Zn0.05B2,nan,Mg,nan,Zn,nan,B,nan,nan,high critical temp(< 74 K)
38.4,Mg0.9Zn0.1B2,nan,Mg,nan,Zn,nan,B,nan,nan,high critical temp(< 74 K)
38.4,Mg0.8Zn0.2B2,nan,Mg,nan,Zn,nan,B,nan,nan,high critical temp(< 74 K)
38.6,Mg0.9Cu0.1B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
38.6,Mg0.8Cu0.2B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
22.0,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
38.0,Mg1B1.95C0.05,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
37.3,Mg1B1.9C0.1,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
36.8,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
36.4,Mg1B1.7C0.3,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
35.8,Mg1B1.6C0.4,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
38.4,Mg1B1.98C0.02,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
38.4,Mg1B1.96C0.04,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
37.8,Mg1B1.94C0.06,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
38.3,Mg1B1.92C0.08,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
36.2,Mg1B1.9C0.1,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
36.3,Mg1B1.85C0.15,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
34.2,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
30.0,Mg1B1.75C0.25,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
29.2,Mg1B1.7C0.3,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
24.9,Mg1B1.6C0.4,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
26.2,Mg1B1.5C0.5,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
26.0,Li0.5Hf1N1Cl1,Li,nan,Hf,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
0.000325,Rh1,nan,nan,Rh,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.00021,Rh1,nan,nan,Rh,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.00138,Pt1,nan,nan,Pt,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.00062,Pt1,nan,nan,Pt,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0005,Au0.978In0.022,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.031,Au0.915In0.085,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.077,Au0.9In0.1,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.016,W1,nan,nan,W,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0065,Ag0.9Ga0.1,nan,nan,Ag,Ga,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0111,Au0.94In0.06,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0164,Au0.93In0.07,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0256,Au0.92In0.08,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0423,Au0.91In0.09,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0641,Au0.9In0.1,nan,nan,Au,In,nan,nan,nan,nan,very low critical temp(< 4 K)
0.0154,W1,nan,nan,W,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
8.2,Ho0.9Dy0.1Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
33.2,Mg0.98Ir0.02B2,nan,Mg,Ir,nan,nan,B,nan,nan,high critical temp(< 74 K)
28.1,Mg0.94Ir0.06B2,nan,Mg,Ir,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
18.0,Mg0.88Ir0.12B2,nan,Mg,Ir,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
15.05,Pb1Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
12.3,Pb1Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
14.8,Pb0.98Cu0.036Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
13.65,Pb0.9Cu0.18Mo6S8,nan,nan,Mo,Pb,nan,nan,S,nan,moderate critical temp(< 32 K)
2.9,Lu1Ni1B1C1,nan,nan,Ni,nan,Lu,B,C,nan,very low critical temp(< 4 K)
16.7,Lu1Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,moderate critical temp(< 32 K)
7.0,Mg1C0.977Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
8.2,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
3.9,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,very low critical temp(< 4 K)
7.9,Ca1Al1Si1,nan,Ca,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Sr1Al1Si1,nan,Sr,nan,Al,nan,Si,nan,nan,low critical temp(< 12 K)
3.3,B3Re7,nan,nan,Re,nan,nan,B,nan,nan,very low critical temp(< 4 K)
4.8,B1Re3,nan,nan,Re,nan,nan,B,nan,nan,low critical temp(< 12 K)
5.5,Co1Zr2,nan,nan,Zr,nan,nan,nan,nan,nan,low critical temp(< 12 K)
4.2,Zr2Co0.6Ni0.4,nan,nan,Zr,nan,nan,nan,nan,nan,low critical temp(< 12 K)
0.38,Ce1Ir1In5,nan,nan,Ir,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
2.23,Ce1Co1In5,nan,nan,Co,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
0.43,Ce1Ir1In5,nan,nan,Ir,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
6.6,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.69,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.42,Mg1C1Ni2.95Co0.05,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.29,Mg1C1Ni2.9Co0.1,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.2,Mg1C1Ni2.8Co0.2,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.1,Mg1C1Ni2.6Co0.4,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
8.58,Mg1C1Ni2.9Fe0.1,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
8.0,Mg1C1Ni2.8Fe0.2,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.88,Mg1C1Ni2.7Fe0.3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.4,Mg1C1.25Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
7.9,Mg1C1.5Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
5.3,V1,nan,nan,V,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.3,Cr0.1V0.9,nan,nan,V,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.66,Cr0.2V0.8,nan,nan,V,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
31.0,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
25.0,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
18.0,Mg0.7Al0.3B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
12.0,Mg0.6Al0.4B2,nan,Mg,nan,Al,nan,B,nan,nan,low critical temp(< 12 K)
35.5,Mg1B1.96C0.04,nan,Mg,nan,nan,nan,B,C,nan,high critical temp(< 74 K)
30.0,Mg1B1.9C0.1,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
24.0,Mg1B1.85C0.15,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
13.5,Mg1B1.8C0.2,nan,Mg,nan,nan,nan,B,C,nan,moderate critical temp(< 32 K)
2.5,Mg1B1.75C0.25,nan,Mg,nan,nan,nan,B,C,nan,very low critical temp(< 4 K)
13.8,Li1,Li,nan,nan,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
5.95,Li1,Li,nan,nan,nan,nan,nan,nan,nan,low critical temp(< 12 K)
37.8,Mg0.9Al0.05Li0.05B2,Li,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
31.0,Mg0.8Al0.1Li0.1B2,Li,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
25.1,Mg0.7Al0.15Li0.15B2,Li,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
16.1,Mg0.6Al0.2Li0.2B2,Li,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
37.8,Mg0.9Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
29.0,Mg0.8Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
7.0,Mg0.6Al0.4B2,nan,Mg,nan,Al,nan,B,nan,nan,low critical temp(< 12 K)
15.7,Y1Ni2B2C1,nan,nan,Ni,nan,nan,B,C,nan,moderate critical temp(< 32 K)
16.5,Lu1Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,moderate critical temp(< 32 K)
11.0,B1,nan,nan,nan,nan,nan,B,nan,nan,low critical temp(< 12 K)
14.0,S1,nan,nan,nan,nan,nan,nan,S,nan,moderate critical temp(< 32 K)
5.4,Se1,nan,nan,nan,nan,nan,nan,Se,nan,low critical temp(< 12 K)
7.4,Te1,nan,nan,nan,nan,nan,Te,nan,nan,low critical temp(< 12 K)
6.0,Be1,nan,Be,nan,nan,nan,nan,nan,nan,low critical temp(< 12 K)
4.16,Hg1,nan,nan,nan,Hg,nan,nan,nan,nan,low critical temp(< 12 K)
3.2,Nd1Pt1.5Au0.6B2C1,nan,nan,Pt,nan,Nd,B,C,nan,very low critical temp(< 4 K)
10.2,La1Pt2.1B2.4C1.2,nan,nan,Pt,nan,La,B,C,nan,low critical temp(< 12 K)
10.3,La0.9Nd0.1Pt2.1B2.4C1.2,nan,nan,Pt,nan,La,B,C,nan,low critical temp(< 12 K)
7.84,La0.7Nd0.3Pt2.1B2.4C1.2,nan,nan,Pt,nan,La,B,C,nan,low critical temp(< 12 K)
6.36,La0.5Nd0.5Pt2.1B2.4C1.2,nan,nan,Pt,nan,La,B,C,nan,low critical temp(< 12 K)
4.28,La0.3Nd0.7Pt2.1B2.4C1.2,nan,nan,Pt,nan,Nd,B,C,nan,low critical temp(< 12 K)
3.45,La0.1Nd0.9Pt2.1B2.4C1.2,nan,nan,Pt,nan,Nd,B,C,nan,very low critical temp(< 4 K)
2.91,Nd1Pt2.1B2.4C1.2,nan,nan,Pt,nan,Nd,B,C,nan,very low critical temp(< 4 K)
6.84,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.12,Mg0.85Zn0.15C1Ni3,nan,Mg,Ni,Zn,nan,nan,C,nan,low critical temp(< 12 K)
25.6,Mg0.854Au0.146B2,nan,Mg,Au,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
24.5,Mg0.764Au0.236B2,nan,Mg,Au,nan,nan,B,nan,nan,moderate critical temp(< 32 K)
8.07,Ba8Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
7.2,Mg1C1Ni3,nan,Mg,Ni,nan,nan,nan,C,nan,low critical temp(< 12 K)
1.4,La3Pd5Si1,nan,nan,Pd,nan,La,Si,nan,nan,very low critical temp(< 4 K)
1.84,Zr46.75Ti8.25Cu7.5Ni10Be27.5,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.76,Zr46.75Ti8.25Cu7.5Ni10Be27.5,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.1,La1Rh1Sb1,nan,nan,Rh,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
2.32,La1Rh3B2,nan,nan,Rh,nan,La,B,nan,nan,very low critical temp(< 4 K)
1.67,La0.9989Ce0.0011Rh3B2,nan,nan,Rh,nan,La,B,nan,nan,very low critical temp(< 4 K)
1.07,La0.9978Ce0.0022Rh3B2,nan,nan,Rh,nan,La,B,nan,nan,very low critical temp(< 4 K)
0.38,La0.9973Ce0.0027Rh3B2,nan,nan,Rh,nan,La,B,nan,nan,very low critical temp(< 4 K)
3.5,Ce1Os3B2,nan,nan,Os,nan,Ce,B,nan,nan,very low critical temp(< 4 K)
1.1,Ce1Ru3B2,nan,nan,Ru,nan,Ce,B,nan,nan,very low critical temp(< 4 K)
0.75,Ce1Pt3Si1,nan,nan,Pt,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
7.3,Er1Ni1.96Fe0.04B2C0.99,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
3.7,Er0.8Tb0.2Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,very low critical temp(< 4 K)
10.8,Er0.8Lu0.2Ni2B2C1,nan,nan,Ni,nan,Er,B,C,nan,low critical temp(< 12 K)
3.1,Er1Ni1.9Co0.1B2C1,nan,nan,Ni,nan,Er,B,C,nan,very low critical temp(< 4 K)
1.83,Pr1Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.68,Pr1Os3.8Ru0.2Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.58,Pr1Os3.6Ru0.4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.53,Pr1Os3.4Ru0.6Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.44,Pr1Os3.2Ru0.8Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.05,Pr1Os2.8Ru1.2Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.14,Pr1Os2.4Ru1.6Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.8,Pr1Os2Ru2Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.76,Pr1Os1.6Ru2.4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.81,Pr1Os1.2Ru2.8Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.84,Pr1Os1Ru3Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
0.97,Pr1Os0.6Ru3.4Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.04,Pr1Os0.4Ru3.6Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.16,Pr1Os0.2Ru3.8Sb12,nan,nan,Ru,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
8.7,Bi1,nan,nan,nan,Bi,nan,nan,nan,nan,low critical temp(< 12 K)
6.0,P1,nan,nan,nan,nan,nan,nan,P,nan,low critical temp(< 12 K)
4.0,P1,nan,nan,nan,nan,nan,nan,P,nan,very low critical temp(< 4 K)
5.5,P1,nan,nan,nan,nan,nan,nan,P,nan,low critical temp(< 12 K)
38.5,Mg0.95Zn0.025Al0.025B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
38.5,Mg0.9Zn0.05Al0.05B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
34.0,Mg0.8Zn0.1Al0.1B2,nan,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
28.6,Mg0.7Zn0.15Al0.15B2,nan,Mg,nan,Al,nan,B,nan,nan,moderate critical temp(< 32 K)
7.5,Mg0.6Zn0.2Al0.2B2,nan,Mg,nan,Al,nan,B,nan,nan,low critical temp(< 12 K)
6.5,La1Ru3Si2,nan,nan,Ru,nan,La,Si,nan,nan,low critical temp(< 12 K)
7.5,La1Ru3Si2,nan,nan,Ru,nan,La,Si,nan,nan,low critical temp(< 12 K)
6.8,La0.92Tm0.08Ru3Si2,nan,nan,Ru,nan,La,Si,nan,nan,low critical temp(< 12 K)
6.1,La0.84Tm0.16Ru3Si2,nan,nan,Ru,nan,La,Si,nan,nan,low critical temp(< 12 K)
1.25,Ce1Ru3Si2,nan,nan,Ru,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
8.04,Ho1Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
36.5,B2Mg1,nan,Mg,nan,nan,nan,B,nan,nan,high critical temp(< 74 K)
0.75,La1In2.25Sn0.75,nan,nan,nan,In,La,nan,nan,nan,very low critical temp(< 4 K)
1.19,La1In1.5Sn1.5,nan,nan,nan,In,La,nan,nan,nan,very low critical temp(< 4 K)
0.67,La1In0.75Sn2.25,nan,nan,nan,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
1.37,La1Tl2.19Pb0.81,nan,nan,nan,Tl,La,nan,nan,nan,very low critical temp(< 4 K)
1.75,La1Tl1.5Pb1.5,nan,nan,nan,Tl,La,nan,nan,nan,very low critical temp(< 4 K)
4.46,La1Tl0.24Pb2.76,nan,nan,nan,Pb,La,nan,nan,nan,low critical temp(< 12 K)
1.05,La1Tl2.25Sn0.75,nan,nan,nan,Tl,La,nan,nan,nan,very low critical temp(< 4 K)
1.5,La1Tl1.5Sn1.5,nan,nan,nan,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
1.19,La1Tl0.75Sn2.25,nan,nan,nan,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
0.6,Y1In2.25Pb0.75,nan,nan,Y,In,nan,nan,nan,nan,very low critical temp(< 4 K)
1.0,Y1In1.5Pb1.5,nan,nan,Y,In,nan,nan,nan,nan,very low critical temp(< 4 K)
1.94,Y1In0.75Pb2.25,nan,nan,Y,Pb,nan,nan,nan,nan,very low critical temp(< 4 K)
0.69,Y1In2.25Sn0.75,nan,nan,Y,In,nan,nan,nan,nan,very low critical temp(< 4 K)
1.49,Y1In1.71Sn1.29,nan,nan,Y,In,nan,nan,nan,nan,very low critical temp(< 4 K)
3.18,Ca1Tl2.4Pb0.6,nan,Ca,nan,Tl,nan,nan,nan,nan,very low critical temp(< 4 K)
2.8,Ca1Tl1.8Pb1.2,nan,Ca,nan,Tl,nan,nan,nan,nan,very low critical temp(< 4 K)
3.68,Ca1Tl0.75Pb2.25,nan,Ca,nan,Pb,nan,nan,nan,nan,very low critical temp(< 4 K)
1.11,La1Pb2.25Sn0.75,nan,nan,nan,Pb,La,nan,nan,nan,very low critical temp(< 4 K)
1.18,La1Pb1.5Sn1.5,nan,nan,nan,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
2.54,La1Pb0.75Sn2.25,nan,nan,nan,Sn,La,nan,nan,nan,very low critical temp(< 4 K)
8.1,Ba8Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
7.1,Ba8Si43Ge3,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
6.0,Ba8Si40Ge6,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Ba8Si37Ge9,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.0,Ba8Si34Ge12,nan,Ba,nan,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
3.91,Ba8Si31Ge15,nan,Ba,nan,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
3.12,Ba8Si28Ge18,nan,Ba,nan,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
2.8,Ba8Si25Ge21,nan,Ba,nan,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
2.28,Ba8Si23Ge23,nan,Ba,nan,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
8.0,Ba7.76Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
22.0,Na0.18Hf1N1Cl1,Na,nan,Hf,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
19.0,Na0.29Hf1N1Cl1,Na,nan,Hf,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
19.0,Na0.8Hf1N1Cl1,Na,nan,Hf,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,Li0.16Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,Li0.14Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.2,Li0.28Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,Li0.55Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,Li0.65Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
13.4,Li0.95Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
11.0,Li1.3Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,low critical temp(< 12 K)
10.0,Li1.4Zr1N1Cl1,Li,nan,Zr,nan,nan,nan,N,nan,low critical temp(< 12 K)
15.0,Na0.5Zr1N1Cl1,Na,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,Na0.59Zr1N1Cl1,Na,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
14.5,Na0.66Zr1N1Cl1,Na,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
14.3,Na0.75Zr1N1Cl1,Na,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
11.0,Na1.38Zr1N1Cl1,Na,nan,Zr,nan,nan,nan,N,nan,low critical temp(< 12 K)
15.2,K0.22Zr1N1Cl1,K,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.2,K0.4Zr1N1Cl1,K,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
15.0,K0.46Zr1N1Cl1,K,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
14.4,K0.6Zr1N1Cl1,K,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
13.5,K0.77Zr1N1Cl1,K,nan,Zr,nan,nan,nan,N,nan,moderate critical temp(< 32 K)
18.0,C3Y2,nan,nan,Y,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
8.7,Ho1Ni2B2C1,nan,nan,Ni,nan,Ho,B,C,nan,low critical temp(< 12 K)
38.2,Mg0.95Li0.025Al0.025B2,Li,Mg,nan,Al,nan,B,nan,nan,high critical temp(< 74 K)
7.3,Lu0.88Gd0.12Ni2B2C1,nan,nan,Ni,nan,Lu,B,C,nan,low critical temp(< 12 K)
